userId,userName,homePage,userComment,profileImageUrl
92261662,きのにく,https://www.pixiv.net/users/92261662,"東方イラスト描いてます。Twitter→ https://twitter.com/kinonick123
ご依頼などございましたらこちらから→https://lit.link/kinoniku",https://i.pximg.net/user-profile/img/2023/03/18/19/03/36/24168984_32795793771175b27f21bfbe8fb6c02f_170.jpg
5838770,あずーる,https://www.pixiv.net/users/5838770,"好きなものを描いてます。

ご依頼いただける際は、下記メールアドレスまでご連絡ください。
※個人の方、成人向けのご依頼は承っておりません。

【sola.azure0608@gmail.com】


仕事の近況--------------------------------

・SBクリエイティブ株式会社 様
　GA文庫『魔女の旅々』１～17巻 挿絵

・SBクリエイティブ株式会社 様
　GA文庫『リリエールと祈りの国』挿絵

・株式会社講談社 様
　講談社ラノベ文庫『奴隷姫と過ごす日々～蒼の姫と召喚英雄～』挿絵

・株式会社KADOKAWA 様
　MF文庫J『神アプリ曰く、私たち相思相愛らしいですよ？』1-2巻 挿絵

・株式会社集英社 様
　ダッシュエックス文庫『輪廻剣聖 持ち手を探して奴隷少女とゆく異世界の旅』挿絵

・株式会社KADOKAWA 様
　『艦隊これくしょん -艦これ- アンソロジーコミック 横須賀鎮守府編 17巻』（ファミ通クリアコミックス）表紙

・株式会社一迅社 様
　『ガールズ&パンツァー コミックアンソロジー SIDE:継続高校』（DNAメディアコミックス）口絵

・株式会社エンバウンド 様
　『温泉むすめ 乳頭和』キャラクターデザイン

・株式会社スクウェア・エニックス 様
　『スターオーシャン：アナムネシス』渚のミリー イラスト

・株式会社アニプレックス 様
　『マギアレコード 魔法少女まどか☆マギカ外伝』南津涼子 キャラクターデザイン

・株式会社アニプレックス 様
　『マギアレコード 魔法少女まどか☆マギカ外伝』メモリアイラスト

・株式会社Unlimited 様
　『バーチャルYouTuber 桜樹みりあ』キャラクターデザイン

・株式会社Unlimited 様
　『桜樹みりあ 抱き枕カバー』イラスト

・株式会社ICT 様
　バーチャルYouTuber『萌実』キャラクターリデザイン

・バーチャルYouTuber『花雲くゆり』キャラクターデザイン

・カバー株式会社 様
　バーチャルYouTuber『七詩ムメイ』キャラクターデザイン",https://i.pximg.net/user-profile/img/2020/06/10/07/01/10/18799288_a021bfa23c3b9d5f8f394c76d79a867e_170.png
41220409,HHHH,https://www.pixiv.net/users/41220409,"現實向蘿莉幼女綁架監禁中長篇小說約稿人
xp為 強行綁架 拘束監禁 密室飼育 足控
（病嬌百合）
致力於原創小說提綱創作，經典小說續寫，
漫畫小說化改編",https://i.pximg.net/user-profile/img/2024/01/16/19/35/50/25400817_3025972b043d1ae8d72c6de0709f5d0f_170.jpg
33307844,橘子不爱吃的是みかん,https://www.pixiv.net/users/33307844,"约稿公开千字50，买断沟通,萝莉ntr热门同人有优惠，别的没有。
有意使用电报或者p站联系——更推荐电报。
不接重口，不接g，不接真人，不接续写。
（解压码没错没错没错！！！除了刚发的新文可能出错，目前所有文的解压码都没有问题，先检查，实在不会再私聊我解决）
约稿或者别的事p站或者电报联系，不看幻米，评论看的少
电报：https://t.me/+7GgMDz7l2sk3NjA9
最好不要p站联没系，没事一般不上p站看不到
不要幻咪联系，不要幻咪联系！！只有发新文的时候会上幻咪！！！
本人尊重一切xp，一切虚拟创作，有的是满足金主需求。大部分xp都写过，有不满别爆破我，我就是个臭码字工",https://i.pximg.net/user-profile/img/2022/03/10/21/23/36/22360135_9e2b343e016b3baaf3108ddf6932d7a0_170.jpg
16683601,有占相采乌,https://www.pixiv.net/users/16683601,主要写妹妹、女儿、纯爱、黑丝连裤袜、拍摄、子宫奸这几类题材，各系列的更新比较随意,https://i.pximg.net/user-profile/img/2023/02/04/17/34/55/23982876_9bc7e3e878ed8b2ebcb4c38206886807_170.png
38056807,NANASE_YOUNG,https://www.pixiv.net/users/38056807,"熬夜大赛冠军得主，平平无奇的摸鱼小画家
聊天吹牛比可以加Q群：948373436
梯子有点问题，私信经常会看不到
约稿可搜米画师或者进群私聊：https://www.mihuashi.com/artboards/6879554
饭盒：https://nanase-young.fanbox.cc/
推特：https://twitter.com/NANASE_YOUNG
bsky：https://bsky.app/profile/nanase-young.bsky.social",https://i.pximg.net/user-profile/img/2024/03/08/22/03/25/25615502_c936987a5ab823705241ab27d9a74abe_170.jpg
42198434,ゆるん,https://www.pixiv.net/users/42198434,ミクが好きです。色々描きます。コメント、いいね、ブックマーク、フォローありがとうございます。,https://i.pximg.net/user-profile/img/2024/06/09/17/43/57/25976727_8f2cf5facbc1d6af266cf1a6e3bf0419_170.jpg
72713700,都是好事,https://www.pixiv.net/users/72713700,,https://s.pximg.net/common/images/no_profile.png
69899778,击空明兮溯流光😡😋😃😤😭🥵🤤,https://www.pixiv.net/users/69899778,"防失联二号机：https://www.pixiv.net/users/78456816
好萝莉，爱丝袜，喜乱伦，欲穷尽炼铜者。
别私信我，无法回复
请勿在pixiv以外任何地方提及我或传播我的作品，我只想圈地自萌😃
最新赞助渠道请到https://www.pixiv.net/novel/show.php?id=18320156
开头获取",https://i.pximg.net/user-profile/img/2023/08/21/19/46/06/24841085_00312298867a8d2deaaa15e2a9be8371_170.png
8571941,喵不可言,https://www.pixiv.net/users/8571941,稍安勿躁，休养生息。你们明白的,https://i.pximg.net/user-profile/img/2021/10/23/21/06/50/21624606_a63e03d11fa6d7c848bc3319b73ce619_170.jpg
6684443,狙击天使,https://www.pixiv.net/users/6684443,粉丝群：184932209 原群号被封锁  一个喜欢SM调教的作者，可能偶尔会写其他类的文章，基本上来者不拒。因现实工作繁忙，年底前不接约稿。最大的梦想是拥有自己调教的女奴，嗯~,https://i.pximg.net/user-profile/img/2022/03/04/03/18/02/22324204_6be4a084df37ec7ecb5f03a982de4211_170.jpg
